STAID,STANAME,DRAIN_SQKM,LAT_GAGE,LNG_GAGE,COMID,COMID_DRAIN_SQKM,COMID_UNITAREA_SQKM,ABS_DIFF,DA_VALID,FLOW_SCALE,REL_DIFF,COV_TRAIN,COV_EVAL
02469761,"TOMBIGBEE R AT COFFEEVILLE L&D NR COFFEEVILLE, AL.",47724.59,31.758491,-88.129176,73017467,48003.84158960415,36.02204830952661,279.2515896041514,True,1.0,0.005851314586550694,1.0,1.0
02471001,CHICKASAW CREEK NEAR KUSHLA AL,324.1945,30.802965,-88.143336,73018465,333.8874261059664,43.7031254469665,9.692926105966365,True,0.7782097731722031,0.029898490276566582,1.0,1.0
02472000,"LEAF RIVER NR COLLINS, MS",1927.134,31.706944,-89.406944,73017623,1932.7367041236955,20.38542811218852,5.602704123695276,True,0.7251613214664155,0.002907272729190226,1.0,1.0
02472500,"BOUIE CREEK NR HATTIESBURG, MS",789.9363,31.425833,-89.414722,73018136,790.276604624753,50.06518725428338,0.3403046247530028,True,0.9932027693609816,0.0004308000844536488,1.0,1.0
02473000,"LEAF RIVER AT HATTIESBURG, MS",4542.001,31.343056,-89.280278,73017599,4542.403639400688,0.791351475301514,0.4026394006878036,True,0.4912002905732963,8.864802114482219e-05,1.0,1.0
02473500,"TALLAHALA CREEK AT LAUREL, MS",619.4097,31.680833,-89.115556,73017823,661.8850934739327,79.61052206498276,42.47539347393263,True,0.4664600561310008,0.06857398822448635,1.0,1.0
02474560,"LEAF RIVER NR NEW AUGUSTA, MS",6608.271,31.221667,-89.053056,73017585,6652.464620663411,80.41696841203651,44.19362066341091,True,0.4504440849228012,0.0066876223241163855,0.8437316643849012,1.0
02475000,"LEAF RIVER NR MCLAIN, MS",9069.773,31.102778,-88.808333,73017567,9128.236610561806,74.47689009393942,58.46361056180649,True,0.2150100455582263,0.006445983880942389,1.0,1.0
02475500,"CHUNKY RIVER NR CHUNKY, MS",957.5847,32.326111,-88.909167,73015117,973.4088794125828,61.49990920499289,15.82417941258268,True,0.7426958898453465,0.016525096330990544,1.0,0.9998174849425078
02476600,"OKATIBBEE CREEK AT ARUNDEL, MS",909.0108,32.298333,-88.753611,73015079,916.1261173532648,42.31700390106872,7.1153173532648,True,0.8318567786627942,0.007827538851314857,1.0,1.0
02477000,"CHICKASAWHAY RIVER AT ENTERPRISE, MS",2378.517,32.175833,-88.819722,73015004,2393.0834478804613,9.908024266308226,14.56644788046151,True,1.0,0.006124172280652823,1.0,1.0
02477990,"BUCKATUNNA CREEK NR DENHAM, MS",1273.669,31.694167,-88.519167,73017804,1359.1046748830172,104.5389128569027,85.4356748830171,True,0.1827380585068349,0.06707839704273016,1.0,1.0
02478500,"CHICKASAWHAY RIVER AT LEAKESVILLE, MS",6984.25,31.148611,-88.548056,73017511,6992.14884274113,78.60405211689695,7.898842741129556,True,0.8995109981177217,0.0011309507450520178,1.0,1.0
02479000,"PASCAGOULA RIVER AT MERRILL, MS",17064.46,30.978056,-88.726944,73017506,17199.614961686362,57.37561011750641,135.1549616863631,True,1.0,0.00792026010119061,1.0,1.0
02479130,"BLACK CREEK NR BROOKLYN, MS",920.6991,31.051944,-89.204167,73018123,939.560570881334,69.43093285039002,18.86147088133407,True,0.7283419636320194,0.020486031626765,0.8570310972032075,1.0
02479300,"RED CREEK AT VESTRY, MS",1144.201,30.736111,-88.781111,73018069,1149.4209659538374,107.93814103687588,5.219965953837345,True,0.9516392824288682,0.0045621057435165195,1.0,1.0
02479560,ESCATAWPA RIVER NEAR AGRICOLA MS,1454.328,30.809077,-88.458627,73018026,1419.096465177599,27.388497561415004,35.231534822401045,True,1.0,0.024225301873030736,1.0,1.0
02481000,"BILOXI RIVER AT WORTHAM, MS",249.2316,30.558611,-89.121944,74071669,256.0107784743217,49.22378940162958,6.7791784743216965,True,0.8622784113793306,0.02720031679097553,0.9286133385487971,1.0
02481510,"WOLF RIVER NR LANDON, MS",800.6598,30.483611,-89.274444,74071373,851.8315571535871,136.8477122826804,51.17175715358712,True,0.6260678655125499,0.06391198503232849,1.0,1.0
02481880,"PEARL RIVER AT BURNSIDE, MS",1341.208,32.841389,-89.097778,74067837,1333.3394339990414,6.785220657168328,7.868566000958708,True,1.0,0.005866775325645767,1.0,1.0
02484000,"YOCKANOOKANY RIVER NR KOSCIUSKO, MS",783.5094,33.032222,-89.577778,74067904,790.4284021146251,59.41021455379447,6.919002114625073,True,0.8835385098910881,0.00883078379739295,1.0,1.0
02486000,"PEARL RIVER AT JACKSON, MS",8203.883,32.281389,-90.178889,74069994,8178.86967292386,2.379486577385566,25.01332707613983,True,1.0,0.0030489619459638604,1.0,0.9333820040153312
02488500,"PEARL RIVER NR MONTICELLO, MS",12917.69,31.553333,-90.088056,74069959,12878.984743697249,87.22128544129112,38.70525630275188,True,1.0,0.002996298587653975,1.0,1.0
02489500,"Pearl River near Bogalusa, LA",16991.8,30.793243,-89.820907,74071255,16993.226195202747,6.418808516863987,1.426195202748204,True,0.7778099784405168,8.393432142258055e-05,1.0,0.999269939770031
02492000,"Bogue Chitto River near Bush, LA",3112.618,30.629356,-89.897296,74071367,3200.131945298677,129.9596120609155,87.51394529867684,True,0.3266065979201542,0.028115864297731635,1.0,1.0
03007800,"Allegheny River at Port Allegany, PA",651.5217,41.818676,-78.292791,74024147,696.2998952185542,73.7982025716423,44.778195218554174,True,0.3932346092700008,0.06872863209092525,1.0,1.0
03010655,"Oswayo Creek at Shinglehouse, PA",254.4417,41.961732,-78.198066,74025138,256.1012620890697,47.93143428290082,1.6595620890696807,True,0.9653763315473805,0.006522366770343386,1.0,1.0
03011020,ALLEGHENY RIVER AT SALAMANCA NY,4161.725,42.156452,-78.715309,74023618,4138.057590132311,20.890593524856573,23.667409867689457,True,1.0,0.005686923058993435,1.0,1.0
03014500,CHADAKOIN RIVER AT FALCONER NY,499.3146,42.112558,-79.203936,74024793,513.6020604753608,126.19986204654796,14.287460475360774,True,0.8867870357093501,0.028614145220990483,1.0,1.0
03015000,"Conewango Creek at Russell, PA",2083.342,41.938114,-79.133101,74023862,2168.842236581361,88.35573180876531,85.50023658136115,True,0.0323181662236075,0.04103994283289117,1.0,1.0
03015500,"Brokenstraw Creek at Youngsville, PA",784.8513,41.852559,-79.317271,74024112,789.9250368242617,35.39474755464469,5.073736824261687,True,0.8566528319935458,0.00646458357686569,1.0,1.0
03020500,"Oil Creek at Rouseville, PA",730.5574,41.481726,-79.69533,74030115,747.0832183223301,53.95417294843204,16.52581832233011,True,0.6937063915681732,0.02262083488899039,1.0,1.0
03025500,"Allegheny River at Franklin, PA",15426.36,41.389503,-79.820332,74029612,15413.756542157074,11.89117970648615,12.603457842926218,True,1.0,0.0008170078905799047,1.0,1.0
03031500,"Allegheny River at Parker, PA",19836.96,41.100618,-79.68116,74029592,19819.091911899217,18.975266222020664,17.868088100782188,True,1.0,0.0009007472970042884,1.0,1.0
03036500,"Allegheny River at Kittanning, PA",23225.2,40.820342,-79.531434,74029563,23250.689239301253,67.24952401894586,25.489239301252383,True,0.6209751716001525,0.0010974820152787653,1.0,1.0
03042000,"Blacklick Creek at Josephine, PA",499.2651,40.473402,-79.183367,74031351,500.4206016578323,51.44927729182702,1.1555016578323034,True,0.9775409545351212,0.0023144050281750186,1.0,1.0
03042500,"Two Lick Creek at Graceton, PA",440.8776,40.51729,-79.171701,74031458,445.6761600615068,21.439588631571176,4.798560061506805,True,0.77618226991349,0.010884109470535145,1.0,1.0
03045000,"Loyalhanna Creek at Kingston, PA",444.0222,40.29257,-79.340591,74032181,452.69534996629903,31.394955222366853,8.673149966299036,True,0.7237406486211523,0.019533144888474126,1.0,1.0
03049000,"Buffalo Creek near Freeport, PA",357.1533,40.715898,-79.699494,74031680,361.8932350645728,61.8755756201501,4.739935064572762,True,0.9233957015014956,0.013271430124186903,1.0,1.0
03049500,"Allegheny River at Natrona, PA",29543.64,40.615344,-79.718381,74029552,29515.078998110763,21.423253351286352,28.56100188923665,True,1.0,0.000966739436617717,1.0,1.0
03051000,"TYGART VALLEY RIVER AT BELINGTON, WV",1076.024,39.029269,-79.935908,74037796,1124.2301957128475,169.08049828197545,48.2061957128476,True,0.7148920413491202,0.0448002978677498,1.0,1.0
03053500,"BUCKHANNON RIVER AT HALL, WV",697.7826,39.05121,-80.114525,74038894,699.5032198846068,23.91967076215074,1.7206198846067764,True,0.9280667404783264,0.0024658394815330396,1.0,1.0
03054500,"TYGART VALLEY RIVER AT PHILIPPI, WV",2360.572,39.150375,-80.038691,74037753,2376.981407963853,54.9384874817748,16.409407963853027,True,0.7013130736572124,0.006951454123768742,1.0,1.0
03061500,"BUFFALO CREEK AT BARRACKVILLE, WV",300.1365,39.503973,-80.172023,74039685,324.6531727374346,41.008596062187294,24.51667273743459,True,0.4021577159028708,0.08168507574864967,1.0,1.0
03065000,"DRY FORK AT HENDRICKS, WV",897.9021,39.072329,-79.622837,74038965,898.5036821336722,15.44662299096782,0.6015821336721956,True,0.9610541324130224,0.0006699863311069164,0.8572266770975944,1.0
03069500,"CHEAT RIVER NEAR PARSONS, WV",1856.853,39.122884,-79.681174,74037748,1891.014639035874,44.87091543073715,34.16163903587403,True,0.2386685516009581,0.018397600152448273,1.0,1.0
03070500,"BIG SANDY CREEK AT ROCKVILLE, WV",517.3794,39.615638,-79.704774,74039710,538.6479001158931,44.486638796605405,21.26850011589306,True,0.5219126305960438,0.04110813093040245,1.0,1.0
03072000,"Dunkard Creek at Shannopin, PA",588.3783,39.759245,-79.970615,74039326,603.8563659195536,108.91182313563408,15.478065919553616,True,0.8578844291287099,0.026306316734579806,1.0,1.0
03072655,"Monongahela River near Masontown, PA",11547.25,39.825077,-79.922833,74037603,11558.12281552606,41.61308911358759,10.87281552605964,True,0.7387164529799489,0.0009415934985437779,1.0,1.0
03075070,"Monongahela River at Elizabeth, PA",13824.03,40.262292,-79.90116,74029501,13859.098934976191,85.07342022940003,35.068934976190576,True,0.5877803562895746,0.0025368098142285987,1.0,1.0
03075500,"YOUGHIOGHENY RIVER NEAR OAKLAND, MD",347.6025,39.421578,-79.423631,74039976,375.5325134398976,27.617457720626863,27.930013439897607,True,1.0,0.08035043890621502,1.0,1.0
03076500,"YOUGHIOGHENY RIVER AT FRIENDSVILLE, MD",761.7645,39.653611,-79.408306,74039567,770.7192614436583,123.73024767362864,8.954761443658299,True,0.9276267395238804,0.01175528846993828,1.0,1.0
03076600,"BEAR CREEK AT FRIENDSVILLE, MD",127.3991,39.656139,-79.394111,74040462,128.61090703970024,2.348987716470257,1.2118070397002327,True,0.4841152079240442,0.009511896392519512,1.0,1.0
03079000,"Casselman River at Markleton, PA",990.8361,39.8598,-79.227531,74037954,986.5843843829764,31.91427737522339,4.251715617023592,True,1.0,0.004291038262557846,1.0,1.0
03080000,"Laurel Hill Creek at Ursina, PA",313.3376,39.820355,-79.321423,74037958,323.34674230037115,70.12351959138792,10.009142300371138,True,0.8572641196749001,0.03194363619422354,1.0,1.0
03081000,"Youghiogheny River below Confluence, PA",2659.891,39.827577,-79.372535,74037857,2678.2154555780644,20.40967526398661,18.32445557806432,True,0.1021681951795537,0.006889175375255723,1.0,1.0
03082500,"Youghiogheny River at Connellsville, PA",3426.338,40.017574,-79.59365,74029798,3426.977190979647,17.717249304049712,0.639190979646628,True,0.9639226739615542,0.00018655222562590962,1.0,1.0
03085500,"Chartiers Creek at Carnegie, PA",666.8838,40.400625,-80.096444,74031153,718.741236574514,53.06777275969154,51.85743657451405,True,0.0228073673010226,0.07776082816003935,1.0,1.0
03091500,Mahoning River at Pricetown OH,708.7518,41.131446,-80.971202,74031441,735.9496194533208,95.21543356640323,27.19781945332079,True,0.7143549271940979,0.03837425097660534,1.0,1.0
03102500,"Little Shenango River at Greenville, PA",241.7346,41.421999,-80.376178,74030000,242.2922831291711,15.726578512650567,0.557683129171096,True,0.9645388137844164,0.0023070058203132526,1.0,1.0
03102850,"Shenango River near Transfer, PA",870.5376,41.353666,-80.397845,74029962,932.0571266155767,54.22990352925069,61.51952661557675,True,1.0,0.07066843134125023,1.0,1.0
03105500,"Beaver River at Wampum, PA",5752.941,40.888674,-80.337008,74029843,5834.539234767492,107.88530326106456,81.5982347674917,True,0.2436575483313284,0.014183742674832179,1.0,1.0
03106000,"Connoquenessing Creek near Zelienople, PA",921.4443,40.817009,-80.242284,74031017,923.9564943247332,21.322655963278347,2.5121943247332865,True,0.882181922877724,0.0027263659070149836,1.0,1.0
03107500,"Beaver River at Beaver Falls, PA",8034.329,40.763398,-80.315063,74029835,8092.049520031906,105.64740228759108,57.72052003190674,True,0.4536494151102628,0.0071842365469358726,1.0,1.0
03108000,"Raccoon Creek at Moffatts Mill, PA",463.4865,40.627844,-80.337563,74031297,476.9045416805763,47.63272325603876,13.418041680576325,True,0.7183020250920628,0.028950231949746812,1.0,1.0
03110000,Yellow Creek near Hammondsville OH,381.4083,40.537842,-80.725078,74031446,385.022911873155,9.624063995262029,3.614611873155013,True,0.6244193851023326,0.009477014194906123,1.0,1.0
03111500,Short Creek near Dillonvale OH,318.8142,40.193404,-80.734248,74031779,328.7392006563623,46.41945347852798,9.925000656362272,True,0.786188765428847,0.031130986814145264,1.0,1.0
03117000,Tuscarawas River at Massillon OH,1336.8,40.770336,-81.52401,74031039,1462.8426828072193,130.29275214109865,126.04268280721932,True,0.0326193841486807,0.09428686625315628,1.0,1.0
03117500,Sandy Creek at Waynesburg OH,656.2251,40.672561,-81.259831,74031417,685.4657436429122,29.867282219533735,29.240643642912232,True,0.0209807699279606,0.04455886195592371,1.0,1.0
03124500,Sugar Creek at Strasburg OH,803.0898,40.587562,-81.523175,74031269,790.5618143783444,34.486666208328984,12.527985621655604,True,1.0,0.01559973196229812,1.0,1.0
03129000,Tuscarawas River at Newcomerstown OH,6319.039,40.261459,-81.60901,74030400,6331.225632612347,30.29667150389989,12.18663261234724,True,0.5977567169126636,0.001928557904508461,1.0,1.0
03136500,Kokosing River at Mount Vernon OH,520.659,40.405618,-82.499885,74031491,553.4071848310911,16.981688249497342,32.748184831091066,True,1.0,0.06289756794963895,1.0,1.0
03139000,Killbuck Creek at Killbuck OH,1202.849,40.481454,-81.985979,74030849,1242.9613005116796,5.373882767574996,40.11230051167968,True,1.0,0.03334774399087473,1.0,1.0
03140500,Muskingum River near Coshocton OH,12559.69,40.248405,-81.872909,74030304,12674.818447646634,83.96668540573191,115.1284476466335,True,1.0,0.009166503922201384,1.0,1.0
03142000,Wills Creek at Cambridge OH,1051.428,40.014516,-81.587067,74029521,1057.4497450161814,8.075972711243471,6.021745016181285,True,0.2543628821581163,0.005727206253001903,1.0,0.9333820040153312
03144000,Wakatomika Creek near Frazeysburg OH,363.4146,40.132568,-82.14792,74031412,374.1145101008698,14.228060925177488,10.699910100869827,True,0.2479713042319325,0.029442708413117764,1.0,1.0
03145000,South Fork Licking River near Hebron OH,345.8997,39.988675,-82.474878,74029804,353.8343748205553,68.58380845875901,7.934674820555358,True,0.8843068794389473,0.022939235913056178,1.0,1.0
03151400,"L KANAWHA RIVER NR WILDCAT, WV",290.7306,38.743434,-80.525367,74039811,305.40598837268175,50.88315454101527,14.675388372681766,True,0.7115865062797471,0.05047761870502027,0.8570310972032075,1.0
03157500,Hocking River at Enterprise OH,1194.712,39.565066,-82.474601,74039045,1214.102699073857,54.8350908965252,19.39069907385692,True,0.6463815641256524,0.016230438025111423,1.0,1.0
03159500,Hocking River at Athens OH,2447.092,39.328962,-82.087644,74038624,2488.146214049896,62.92198610942416,41.05421404989602,True,0.3475378545982178,0.01677673501850197,1.0,1.0
03159540,Shade River near Chester OH,400.851,39.063689,-81.881802,74039270,413.77445415853583,16.66500603423848,12.923454158535831,True,0.2245154828036412,0.032240044701237695,0.9998044201056131,1.0
03161000,"SOUTH FORK NEW RIVER NEAR JEFFERSON, NC",527.8624,36.393333,-81.406944,74055269,552.4078786772773,81.67900970062847,24.545478677277288,True,0.6994885372968911,0.04649976713112601,1.0,1.0
03168000,"NEW RIVER AT ALLISONIA, VA",5728.39,36.937622,-80.745626,74054398,5788.7019506246825,66.51039536910127,60.31195062468214,True,0.0931951270176743,0.010528604132170145,1.0,1.0
03170000,"LITTLE RIVER AT GRAYSONTOWN, VA",794.6403,37.037626,-80.556724,74045416,824.0855672746512,54.59477176215455,29.4452672746512,True,0.46065774570995,0.037054837609735124,1.0,1.0
03171000,"NEW RIVER AT RADFORD, VA",7167.697,37.141793,-80.569225,74045407,7203.57876073732,48.3042100730116,35.88176073732029,True,0.2571711516846011,0.005006037606963616,1.0,1.0
03173000,"WALKER CREEK AT BANE, VA",773.3151,37.268178,-80.709512,74046980,809.5627088946553,36.2145159921209,36.247608894655286,True,1.0,0.0468730132059432,1.0,1.0
03175500,"WOLF CREEK NEAR NARROWS, VA",578.2518,37.305677,-80.849799,74047465,618.854794512793,140.7884131089161,40.602994512792975,True,0.7116027262742007,0.0702168060917285,1.0,0.933199488957839
03176500,"NEW RIVER AT GLEN LYN, VA",9781.729,37.372899,-80.860635,74045388,9792.465219428335,12.301931446740651,10.736219428335971,True,0.1272736744781252,0.0010975789074033815,1.0,1.0
03179000,"BLUESTONE RIVER NEAR PIPESTEM, WV",1024.424,37.544008,-81.010368,74046879,1046.2823719084352,25.264502177055903,21.85837190843517,True,0.1348188159319453,0.021337231369467302,1.0,1.0
03184000,"GREENBRIER RIVER AT HILLDALE, WV",4225.824,37.64012,-80.805083,74045969,4220.8063552893,30.107663861663703,5.017644710699642,True,1.0,0.0011873766419755395,1.0,1.0
03185400,"NEW RIVER AT THURMOND, WV",17348.47,37.955113,-81.076488,74045365,17352.965680824494,79.07657526485134,4.49568082449332,True,0.9431477550787204,0.00025913990250974985,1.0,1.0
03186500,"WILLIAMS RIVER AT DYER, WV",329.6805,38.378999,-80.483974,74047864,333.9364903597429,75.38831650301053,4.255990359742896,True,0.9435457567277956,0.012909439168355106,1.0,1.0
03190400,"MEADOW RIVER NEAR MT. LOOKOUT, WV",944.6616,38.189832,-80.946766,74047147,942.97746408859,65.75823086896132,1.684135911410067,True,1.0,0.0017827928132254627,0.8570310972032075,1.0
03193000,"KANAWHA RIVER AT KANAWHA FALLS, WV",21702.95,38.138163,-81.214274,74045352,21717.533675959305,29.44544938052933,14.583675959303946,True,0.5047222485608477,0.0006719674495542747,1.0,1.0
03194700,"ELK RIVER BELOW WEBSTER SPRINGS, WV",689.0697,38.597326,-80.490364,74037349,727.6219900436632,103.8365406317076,38.55229004366322,True,0.6287213556121604,0.05594831704784468,0.8570310972032075,1.0
03197000,"ELK RIVER AT QUEEN SHOALS, WV",2950.136,38.470932,-81.284006,74045300,2998.5428311885985,54.85586474573576,48.40683118859852,True,0.117563246646997,0.016408338865936525,1.0,1.0
03198000,"KANAWHA RIVER AT CHARLESTON, WV",27095.16,38.371484,-81.70207,74045284,27099.880976310487,15.094464821779203,4.720976310487458,True,0.687237913617464,0.00017423688623678391,1.0,1.0
03198500,"BIG COAL RIVER AT ASHFORD, WV",1013.508,38.179822,-81.711511,74047063,1072.7818096317012,168.32320093731238,59.27380963170117,True,0.6478571622828384,0.0584838103218733,1.0,1.0
03202400,"GUYANDOTTE RIVER NEAR BAILEYSVILLE, WV",792.7677,37.604,-81.64511,74047398,801.909649887211,74.33042187656035,9.141949887211013,True,0.8770093098301939,0.011531688144220575,1.0,1.0
03202750,"CLEAR FORK AT CLEAR FORK, WV",327.1086,37.623166,-81.707334,74047907,333.3527102177836,91.1940750633216,6.2441102177836,True,0.9315294309038396,0.01908879869799693,1.0,1.0
03203600,"GUYANDOTTE RIVER AT LOGAN, WV",2158.022,37.842326,-81.975957,74046653,2161.0130150170726,6.675556685514884,2.991015017072641,True,0.551945229741998,0.001385998389762774,1.0,1.0
03207800,"LEVISA FORK AT BIG ROCK, VA",768.5802,37.35372,-82.195693,74047223,830.5404142153827,84.3778351685102,61.960214215382734,True,0.2656813949819575,0.08061645904406949,1.0,1.0
03208500,"RUSSELL FORK AT HAYSI, VA",740.8935,37.207054,-82.295699,74047684,748.4730865679214,7.996047638306901,7.57958656792141,True,0.0520833653354362,0.010230332116453187,1.0,1.0
03209000,"POUND RIVER BELOW FLANNAGAN DAM NEAR HAYSI, VA",572.2452,37.237054,-82.343202,74047454,580.4519008357378,34.26301837092294,8.20670083573782,True,0.7604793381921549,0.014341231408734964,1.0,1.0
03209500,"LEVISA FORK AT PIKEVILLE, KY",3191.611,37.464268,-82.526263,74046724,3300.8808958414543,109.39789058050076,109.2698958414544,True,0.0011699927518454,0.034236595826200124,1.0,1.0
03217000,"TYGARTS CREEK NEAR GREENUP, KY",625.7565,38.564245,-82.952116,74038048,626.0255923259667,77.75171695590264,0.269092325966767,True,0.9965390818813764,0.00043002721660384996,1.0,1.0
03219500,Scioto River near Prospect OH,1469.508,40.419504,-83.197137,74030768,1451.788980604401,30.40296413768328,17.719019395598707,True,1.0,0.01205779035949359,1.0,1.0
03227500,Scioto River at Columbus OH,4205.12,39.909508,-83.009072,74038007,4182.66056827503,58.09463090694515,22.459431724970276,True,1.0,0.005340972843811896,0.9978486211617446,1.0
03230500,Big Darby Creek at Darbyville OH,1376.946,39.700618,-83.110187,74037836,1451.128961499517,82.84609052713898,74.18296149951698,True,0.1045689539783909,0.05387499691310842,1.0,1.0
03231500,Scioto River at Chillicothe OH,9971.048,39.341453,-82.971013,74037750,9964.097488612191,115.58026521384458,6.950511387807637,True,1.0,0.0006970692938001739,1.0,1.0
03232500,Rocky Fork near Barretts Mills OH,363.2454,39.218399,-83.38547,74040252,375.5710790940228,142.45415239404176,12.325679094022805,True,0.9134761683890492,0.033932099605453514,1.0,1.0
03234500,Scioto River at Higby OH,13284.22,39.212289,-82.863785,74037704,13261.354761835875,26.578657285453005,22.865238164122275,True,1.0,0.0017212330241536406,1.0,1.0
03237500,Ohio Brush Creek near West Union OH,1003.208,38.803684,-83.421023,74038888,1047.1183154795967,47.32354960924303,43.91031547959676,True,0.0721254884265826,0.043769901635151195,1.0,1.0
03238500,White Oak Creek near Georgetown OH,568.5038,38.858125,-83.928539,74039380,606.0008539247767,124.85822907374876,37.497053924776765,True,0.6996829588009874,0.06595743761919756,1.0,1.0
03240000,Little Miami River near Oldtown OH,332.3961,39.748393,-83.93132,74040110,328.36278964923883,98.95946537312877,4.033310350761155,True,1.0,0.012134048356046161,1.0,1.0
03245500,Little Miami River at Milford OH,3114.545,39.171449,-84.297993,74038584,3124.455433879325,55.14391489628189,9.910433879324955,True,0.8202805532040096,0.0031819844886893447,1.0,1.0
03261500,Great Miami River at Sidney OH,1403.33,40.286994,-84.149943,74030930,1536.0162735284116,72.5582363597328,132.68627352841168,True,1.0,0.09455101332431551,1.0,1.0
03261950,Loramie Creek near Newport OH,394.6005,40.306992,-84.383838,74031695,429.61470606368096,63.30646571060435,35.014206063680945,True,0.4469094796139318,0.08873330384447294,1.0,1.0
03264000,Greenville Creek near Bradford OH,499.5207,40.102272,-84.42995,74031508,521.7329257668089,117.45542208176028,22.2122257668089,True,0.8108880341739605,0.044467077674276365,1.0,0.8665814929731703
03270500,Great Miami River at Dayton OH,6484.979,39.765337,-84.19744,74037387,6573.155694837506,3.085226400839618,88.17669483750615,True,1.0,0.013597067135839013,1.0,1.0
03272000,Twin Creek near Germantown OH,720.9459,39.637834,-84.403834,74039066,763.3729454865274,39.64734104560748,42.42704548652739,True,1.0,0.058849139008249285,1.0,1.0
03274000,Great Miami River at Hamilton OH,9403.646,39.391167,-84.572169,74037366,9495.187220180756,75.56819861771595,91.54122018075576,True,1.0,0.0097346518765972,1.0,1.0
03275000,"WHITEWATER RIVER NEAR ALPINE, IN",1368.839,39.579493,-85.158019,74037834,1416.9613466784012,88.39900515653211,48.1223466784013,True,0.4556234361100683,0.035155592935620116,1.0,1.0
03275600,"EAST FORK WHITEWATER RIVER AT ABINGTON, IND.",520.2549,39.732548,-84.959684,74039411,562.4823374108499,62.36069230826676,42.22743741084992,True,0.3228516899378281,0.08116682305318013,1.0,1.0
03280700,"CUTSHIN CREEK AT WOOTON, KY",158.2227,37.165093,-83.307956,74048363,162.14277773623374,9.467893600026482,3.920077736233736,True,0.5859609431792968,0.024775697395087656,1.0,1.0
03281500,"SOUTH FORK KENTUCKY RIVER AT BOONEVILLE, KY",1838.22,37.47981,-83.675192,74046032,1937.243836008501,68.05101635725775,99.0238360085009,True,1.0,0.05386941498215714,1.0,1.0
03282000,"KENTUCKY RIVER AT LOCK 14 AT HEIDELBERG, KY",6883.035,37.555364,-83.768251,74045566,6886.663325091156,6.517439802458947,3.628325091156512,True,0.4432898191422357,0.0005271402936577414,1.0,1.0
03283500,"RED RIVER AT CLAY CITY, KY",938.1978,37.864803,-83.933533,74047108,959.6018766593412,163.58531663444538,21.404076659341285,True,0.8691564921613856,0.022814034161390363,1.0,0.8667640080306626
03284000,"KENTUCKY RIVER AT LOCK 10 NEAR WINCHESTER, KY",10245.05,37.894801,-84.262153,74045537,10254.016874070328,9.199675462009042,8.96687407032914,True,0.0253053917653157,0.0008752396591845956,0.8572266770975944,1.0
03285000,"DIX RIVER NEAR DANVILLE, KY",822.3408,37.642023,-84.660777,74047166,871.5162817546304,49.85247331175767,49.17548175463048,True,0.0135798990933418,0.05979939430784717,1.0,1.0
03287500,"KENTUCKY RIVER AT LOCK 4 AT FRANKFORT, KY",13742.57,38.201739,-84.881617,74045506,14116.246783360675,77.38468744074804,373.6767833606773,True,1.0,0.02719118646371656,1.0,0.9333820040153312
03295890,"BRASHEARS CREEK AT TAYLORSVILLE, KY",670.7052,38.037008,-85.340787,74047283,677.0632712641093,59.18147627918736,6.358071264109299,True,0.8925665315593813,0.009479680885296996,0.9286133385487971,1.0
03301500,"ROLLING FORK NEAR BOSTON, KY",3366.472,37.767285,-85.703849,74046496,3390.742363471752,20.18246222494921,24.270363471751352,True,1.0,0.007209435715417016,1.0,1.0
03302800,"BLUE RIVER AT FREDERICKSBURG, IN",731.1042,38.43395,-86.191645,74045612,759.2982135871239,36.42442334115505,28.19401358712389,True,0.2259585464660417,0.03856360500613167,1.0,1.0
03310300,"NOLIN RIVER AT WHITE MILLS, KY",925.7931,37.550892,-86.045245,74047443,978.4878473665632,99.78351531240656,52.69474736656332,True,0.471909290812372,0.0569184922274354,1.0,1.0
03320000,"GREEN RIVER AT LOCK 2 AT CALHOUN, KY",19591.38,37.533935,-87.263887,74045470,19586.74841484524,57.66402965153922,4.631585154758795,True,1.0,0.00023640933690014665,1.0,1.0
03320500,"POND RIVER NEAR APEX, KY",502.7157,37.122265,-87.319443,74046142,510.6305241216446,9.8827324559538,7.914824121644585,True,0.1991259343587368,0.015744135545487408,1.0,1.0
03324000,"LITTLE RIVER NEAR HUNTINGTON, IND",682.6779,40.903935,-85.406086,74031699,632.2674059699242,75.56594030056112,50.410494030075824,True,1.0,0.07384228203384909,1.0,1.0
03324300,"SALAMONIE RIVER NEAR WARREN, IND.",1088.451,40.712545,-85.453585,74030865,1175.7858238930032,107.52568279962992,87.3348238930032,True,0.1877770815392228,0.08023771753896428,1.0,1.0
03325500,"MISSISSINEWA RIVER NEAR RIDGEVILLE, IND.",345.3102,40.280044,-84.992468,74032109,346.9906104161628,63.37416451490665,1.680410416162772,True,0.9734842987039694,0.0048663793197037675,1.0,1.0
03327500,"WABASH RIVER AT PERU, IND.",7079.218,40.743097,-86.095826,74030286,7226.367370942224,42.83371633135724,147.14937094222387,True,1.0,0.0207861053215516,1.0,1.0
03328000,"EEL RIVER AT NORTH MANCHESTER, IND.",1086.362,40.993934,-85.781375,74030665,1191.9830896623068,10.065611113781726,105.62108966230676,True,1.0,0.09722458044584287,1.0,1.0
