,index,hl_uri,poi_id,id,nex_id,hf_id,hl_link,hl_reference,hl_source,hl_x,hl_y,vpuid,STAID
1084,1084,gages-07030240,82615,wb-1333929,nex-1333930,455628.0,07030240,gages,ref-fab,572197.657608116,1380623.4774619685,08,07030240
1085,1085,gages-07361500,84076,wb-1318748,nex-1318722,1117546.0,07361500,gages,ref-fab,237251.5421191778,1221579.1757701547,08,07361500
1086,1086,gages-07363500,84344,wb-1316957,nex-1316958,1265333.0,07363500,gages,ref-fab,365836.7248800765,1188608.0394237174,08,07363500
1087,1087,gages-07378500,85020,wb-1342911,nex-1342912,1497596.0,07378500,gages,ref-fab,480396.628571001,831787.6307622832,08,07378500
1088,1088,gages-07376000,85240,wb-1343756,nex-1343757,1513409.0,07376000,gages,ref-fab,509910.6709624658,839205.2010058515,08,07376000
1089,1089,gages-07375500,85297,wb-1344224,nex-1344225,1530941.0,07375500,gages,ref-fab,539763.6229564935,840928.0221951281,08,07375500
1090,1090,gages-08010000,85556,wb-1342658,nex-1342636,1574341.0,08010000,gages,ref-fab,335748.7482734898,828728.902831614,08,08010000
1091,1091,gages-08015500,85336,wb-1337495,nex-1337496,1584917.0,08015500,gages,ref-fab,295411.39447194006,829709.140057253,08,08015500
1092,1092,gages-08014500,78170,wb-1337930,nex-1337839,1595197.0,08014500,gages,ref-fab,294706.8754903469,847225.2287944505,08,08014500
1093,1093,gages-08013500,77225,wb-1338054,nex-1337490,1586581.0,08013500,gages,ref-fab,303281.0520051815,843799.2856744989,08,08013500
1094,1094,gages-02482550,90629,wb-1339772,nex-1338891,49170.0,02482550,gages,ref-fab,602592.6207158348,1090998.2485997826,08,02482550
1095,1095,gages-07356000,86748,wb-1319789,nex-1313779,1050319.0,07356000,gages,ref-fab,209237.27165631624,1287814.2464086006,08,07356000
1096,1096,gages-02492000,29169,wb-1344583,nex-1344584,216666.0,02492000,gages,ref-fab,586128.8708230618,857859.582267532,08,02492000
1097,1097,gages-05058700,17303,wb-1500555,nex-1500125,158245.0,05058700,gages,ref-fab,-129365.08661021749,2606016.9539135434,09,05058700
1098,1098,gages-05116500,15284,wb-1507228,nex-1507088,15235.0,05116500,gages,ref-fab,-416525.3714676033,2831146.462807054,09,05116500
1099,1099,gages-05120500,15279,wb-1506740,nex-1506741,18385.0,05120500,gages,ref-fab,-343154.73564978474,2807959.322276094,09,05120500
1100,1100,gages-05062000,15304,wb-1499815,nex-1499816,79159.0,05062000,gages,ref-fab,-52945.50765351548,2664275.1191066876,09,05062000
1101,1101,gages-05059000,15239,wb-1500144,nex-1500145,149320.0,05059000,gages,ref-fab,-76863.37263512479,2627301.2817107015,09,05059000
1102,1102,gages-05085000,7579,wb-1497689,nex-1497682,229288.0,05085000,gages,ref-fab,-102051.23434639386,2811187.4215872725,09,05085000
1103,1103,gages-05124480,15957,wb-1504954,nex-1504955,300043.0,05124480,gages,ref-fab,334505.62537892244,2776378.246947184,09,05124480
1104,1104,gages-05127000,26645,wb-1503300,nex-1503301,343807.0,05127000,gages,ref-fab,318879.0629317686,2778287.2502841623,09,05127000
1105,1105,gages-05129115,26653,wb-1505665,nex-1505666,348364.0,05129115,gages,ref-fab,257317.88528387903,2811990.157927821,09,05129115
1106,1106,gages-05046000,17025,wb-1501584,nex-1501518,52825.0,05046000,gages,ref-fab,-18662.04856357446,2579959.266264022,09,05046000
1107,1107,gages-05084000,17049,wb-1497675,nex-1497676,434065.0,05084000,gages,ref-fab,-121801.83433292074,2799157.414156695,09,05084000
1108,1108,gages-05059700,17880,wb-1500251,nex-1500194,165658.0,05059700,gages,ref-fab,-116540.85085093771,2630120.9112897096,09,05059700
1109,1109,gages-05078000,17089,wb-1498154,nex-1498155,433750.0,05078000,gages,ref-fab,-6558.64087068669,2762452.6367142103,09,05078000
1110,1110,gages-05069000,17226,wb-1499005,nex-1499006,433435.0,05069000,gages,ref-fab,-63601.10158700925,2734174.475866151,09,05069000
1111,1111,gages-05054000,68152,wb-1496315,nex-1496316,431608.0,05054000,gages,ref-fab,-58428.23865382077,2658040.7867671396,09,05054000
1112,1112,gages-05078500,6174,wb-1498017,nex-1498018,198712.0,05078500,gages,ref-fab,-21330.04423225623,2766555.4197673104,09,05078500
1113,1113,gages-05056000,8360,wb-1500848,nex-1500059,145414.0,05056000,gages,ref-fab,-201471.26606415704,2759104.0701711252,09,05056000
1114,1114,gages-05053000,68349,wb-1501171,nex-1501172,431692.0,05053000,gages,ref-fab,-61051.089257490195,2610978.1536519565,09,05053000
1115,1115,gages-05057200,17282,wb-1500694,nex-1500686,142831.0,05057200,gages,ref-fab,-161710.5071201923,2692160.2324819732,09,05057200
1116,1116,gages-05079000,17294,wb-1498026,nex-1498027,433603.0,05079000,gages,ref-fab,-48236.39134397343,2753071.3325582095,09,05079000
1117,1117,gages-05131500,17324,wb-1504227,nex-1504177,381901.0,05131500,gages,ref-fab,182180.07273964482,2824243.831253265,09,05131500
1118,1118,gages-05059500,17368,wb-1500150,nex-1500151,433120.0,05059500,gages,ref-fab,-70262.70674109232,2659507.745493719,09,05059500
1119,1119,gages-05061000,83674,wb-1499807,nex-1499808,432028.0,05061000,gages,ref-fab,-25634.508796088317,2649716.8665155224,09,05061000
1120,1120,gages-05127500,17345,wb-1505364,nex-1503307,343492.0,05127500,gages,ref-fab,326770.62756870827,2795005.246854517,09,05127500
1121,1121,gages-05090000,17654,wb-1497231,nex-1497232,434233.0,05090000,gages,ref-fab,-105082.41294499872,2825810.894254967,09,05090000
1122,1122,gages-06912500,2562,wb-1588745,nex-1588746,1724538.0,06912500,gages,ref-fab,37598.09934013997,1735474.4149376762,10L,06912500
1123,1123,gages-06809210,85866,wb-1558513,nex-1558514,1016544.0,06809210,gages,ref-fab,76839.81535732125,2035608.8661294102,10L,06809210
1124,1124,gages-06904500,98809,wb-1538837,nex-1538605,1698012.0,06904500,gages,ref-fab,278895.93093351746,1915991.7028288299,10L,06904500
1125,1125,gages-06918740,20457,wb-1586854,nex-1586855,1745100.0,06918740,gages,ref-fab,220619.1255365864,1608848.5064929859,10L,06918740
1126,1126,gages-06714215,12786,wb-1572029,nex-1567542,323354.0,06714215,gages,ref-fab,-758386.4580188507,1901791.1691041172,10L,06714215
1127,1127,gages-06892000,81651,wb-1555872,nex-1555827,1588766.0,06892000,gages,ref-fab,84718.1895305836,1787886.1661607306,10L,06892000
1128,1128,gages-06891500,81843,wb-1555624,nex-1555625,1581030.0,06891500,gages,ref-fab,64841.11519154356,1765052.9270251824,10L,06891500
1129,1129,gages-06904050,88921,wb-1539003,nex-1538599,1695864.0,06904050,gages,ref-fab,278315.71556784306,1943294.2608457555,10L,06904050
1130,1130,gages-06903400,88961,wb-1538578,nex-1538579,1690134.0,06903400,gages,ref-fab,229669.4158123295,1996712.2085087614,10L,06903400
1131,1131,gages-06911900,90329,wb-1588798,nex-1588762,1715778.0,06911900,gages,ref-fab,14222.933275646768,1741830.8978932428,10L,06911900
1132,1132,gages-06934000,93871,wb-1590813,nex-1589747,1811483.0,06934000,gages,ref-fab,361507.43897825904,1714635.0024380737,10L,06934000
1133,1133,gages-06630000,99146,wb-1577423,nex-1573056,53729.0,06630000,gages,ref-fab,-908946.3156281111,2151054.7476892634,10L,06630000
1134,1134,gages-06625000,99080,wb-1578385,nex-1578386,29789.0,06625000,gages,ref-fab,-888408.1614543488,2083906.8348271488,10L,06625000
1135,1135,gages-06623800,29885,wb-1578434,nex-1578373,30377.0,06623800,gages,ref-fab,-901129.6882230988,2053848.1274999902,10L,06623800
1136,1136,gages-06730200,22591,wb-1570553,nex-1570554,343661.0,06730200,gages,ref-fab,-774807.5464929129,1930175.1271489954,10L,06730200
1137,1137,gages-06804000,32810,wb-1562333,nex-1562334,631769.0,06804000,gages,ref-fab,-44708.546896295156,2015070.2754690347,10L,06804000
1138,1138,gages-06784000,96006,wb-1565583,nex-1565584,691250.0,06784000,gages,ref-fab,-228371.35214220738,2005899.7731522624,10L,06784000
1139,1139,gages-06799350,5639,wb-1563422,nex-1562867,856323.0,06799350,gages,ref-fab,-59933.82414333687,2092042.874388908,10L,06799350
1140,1140,gages-06800500,31162,wb-1562885,nex-1562886,859743.0,06800500,gages,ref-fab,-23715.82864079549,2023176.8792313742,10L,06800500
1141,1141,gages-06606600,47835,wb-1560245,nex-1560246,893620.0,06606600,gages,ref-fab,16868.77757596887,2164921.746911221,10L,06606600
1142,1142,gages-06605850,57548,wb-1560576,nex-1560225,908614.0,06605850,gages,ref-fab,60365.23447718356,2211488.6522877677,10L,06605850
1143,1143,gages-06808500,55153,wb-1558897,nex-1558456,998896.0,06808500,gages,ref-fab,35008.345833467756,1982847.6742141868,10L,06808500
1144,1144,gages-06807410,54771,wb-1559040,nex-1558437,1003456.0,06807410,gages,ref-fab,52097.99043874529,2042599.524696961,10L,06807410
1145,1145,gages-06809500,52611,wb-1558522,nex-1558523,1015520.0,06809500,gages,ref-fab,63145.0891307409,1999849.1200574571,10L,06809500
1146,1146,gages-06810000,52256,wb-1558493,nex-1558468,1035136.0,06810000,gages,ref-fab,30381.32680497886,1951857.4604838344,10L,06810000
1147,1147,gages-06817000,52573,wb-1556980,nex-1556981,1069292.0,06817000,gages,ref-fab,82262.0121178759,1966408.6567706396,10L,06817000
1148,1148,gages-06821150,58638,wb-1556754,nex-1556736,1111592.0,06821150,gages,ref-fab,120637.19907932865,1819379.8605918002,10L,06821150
1149,1149,gages-06898000,9262,wb-1581803,nex-1581804,1664912.0,06898000,gages,ref-fab,184935.6117259351,1960936.8677216463,10L,06898000
1150,1150,gages-06903900,12844,wb-1539259,nex-1538589,1690086.0,06903900,gages,ref-fab,261278.45386060092,1982895.8517853867,10L,06903900
1151,1151,gages-06904010,12928,wb-1538593,nex-1538594,1695480.0,06904010,gages,ref-fab,271112.4768309542,1967243.852164997,10L,06904010
1152,1152,gages-06905500,12932,wb-1539349,nex-1538619,1699878.0,06905500,gages,ref-fab,271786.2204646361,1838646.002497143,10L,06905500
1153,1153,gages-06906300,14449,wb-1584088,nex-1584089,1704954.0,06906300,gages,ref-fab,292453.6048638018,1831116.2547194278,10L,06906300
1154,1154,gages-06910800,17493,wb-1588612,nex-1584646,1717548.0,06910800,gages,ref-fab,3358.9535760644817,1726338.5733095864,10L,06910800
1155,1155,gages-06916600,17580,wb-1587924,nex-1584689,1728042.0,06916600,gages,ref-fab,121131.8182231573,1688202.1361298375,10L,06916600
1156,1156,gages-06917000,18369,wb-1587476,nex-1587477,1734030.0,06917000,gages,ref-fab,113171.16733127357,1664782.2581852367,10L,06917000
1157,1157,gages-06919500,18511,wb-1587224,nex-1587225,1743570.0,06919500,gages,ref-fab,185646.11407346965,1646139.2326135605,10L,06919500
1158,1158,gages-06919020,19104,wb-1587210,nex-1586715,1744104.0,06919020,gages,ref-fab,192595.9651514394,1636964.855698059,10L,06919020
1159,1159,gages-06918460,18649,wb-1587124,nex-1587125,1744272.0,06918460,gages,ref-fab,192751.6958798927,1598294.106047646,10L,06918460
1160,1160,gages-06921350,18307,wb-1586352,nex-1586353,1753950.0,06921350,gages,ref-fab,232346.55104809874,1655535.5454767018,10L,06921350
1161,1161,gages-06933500,20633,wb-1589904,nex-1589738,1815023.0,06933500,gages,ref-fab,350146.437512005,1662981.9947975755,10L,06933500
1162,1162,gages-06932000,20674,wb-1589913,nex-1589914,1811828.0,06932000,gages,ref-fab,356445.9317957833,1660500.551396464,10L,06932000
1163,1163,gages-06885500,31953,wb-1543366,nex-1543351,1620782.0,06885500,gages,ref-fab,-38620.54515598089,1850265.0942963315,10L,06885500
1164,1164,gages-06915800,90443,wb-1588050,nex-1584684,1730976.0,06915800,gages,ref-fab,106005.9235785427,1699478.6442371497,10L,06915800
1165,1165,gages-06605000,90272,wb-1560670,nex-1560671,983264.0,06605000,gages,ref-fab,65351.4859348559,2237342.768993427,10L,06605000
1166,1166,gages-06609500,98828,wb-1559740,nex-1559741,983456.0,06609500,gages,ref-fab,16106.308546145543,2068835.633617368,10L,06609500
1167,1167,gages-06799100,43760,wb-1563658,nex-1563634,832629.0,06799100,gages,ref-fab,-119950.84247835695,2127176.919636133,10L,06799100
1168,1168,gages-06803555,32133,wb-1562384,nex-1562364,979424.0,06803555,gages,ref-fab,-35792.902305780844,1998225.2384918286,10L,06803555
1169,1169,gages-06876700,79029,wb-1544062,nex-1544039,1540527.0,06876700,gages,ref-fab,-156204.49028560298,1792390.7678099815,10L,06876700
1170,1170,gages-06921070,91838,wb-1586460,nex-1586344,1754994.0,06921070,gages,ref-fab,226666.50471187482,1629972.3468968533,10L,06921070
1171,1171,gages-06921200,32136,wb-1586590,nex-1586567,1755594.0,06921200,gages,ref-fab,236538.70631341034,1638481.7193860463,10L,06921200
1172,1172,gages-06803510,28376,wb-1562353,nex-1562354,634109.0,06803510,gages,ref-fab,-55482.99445702631,1985473.735017038,10L,06803510
1173,1173,gages-06888500,32004,wb-1540443,nex-1540444,1650968.0,06888500,gages,ref-fab,-12518.134503054267,1781808.282301779,10L,06888500
1174,1174,gages-06820500,32031,wb-1556255,nex-1556188,1114847.0,06820500,gages,ref-fab,108990.80436928046,1850825.236466827,10L,06820500
1175,1175,gages-06913000,90396,wb-1584662,nex-1584663,1867205.0,06913000,gages,ref-fab,48679.802788442496,1729503.5286668495,10L,06913000
1176,1176,gages-06918440,20730,wb-1587033,nex-1586700,1750932.0,06918440,gages,ref-fab,201673.207353389,1603961.1579409726,10L,06918440
1177,1177,gages-06635000,32438,wb-1576796,nex-1576797,515349.0,06635000,gages,ref-fab,-864481.4547097839,2159765.608031577,10L,06635000
1178,1178,gages-06600500,57467,wb-1561665,nex-1561660,892209.0,06600500,gages,ref-fab,-26878.343276104064,2173525.094055913,10L,06600500
1179,1179,gages-06902000,23316,wb-1581717,nex-1581661,1682054.0,06902000,gages,ref-fab,231566.7976603064,1848030.0003443935,10L,06902000
1180,1180,gages-06919900,57536,wb-1586719,nex-1586720,1867365.0,06919900,gages,ref-fab,190957.46420377027,1650941.5663978888,10L,06919900
1181,1181,gages-06913500,90323,wb-1588471,nex-1584667,1714080.0,06913500,gages,ref-fab,64082.36614084905,1732364.8968166662,10L,06913500
1182,1182,gages-06889500,90246,wb-1555426,nex-1555413,1567334.0,06889500,gages,ref-fab,24417.647419741563,1786252.7291761728,10L,06889500
1183,1183,gages-06806500,90211,wb-1559436,nex-1559437,1649822.0,06806500,gages,ref-fab,7838.447360319475,1976749.0952018662,10L,06806500
1184,1184,gages-06897500,32077,wb-1581643,nex-1581644,1867057.0,06897500,gages,ref-fab,175083.05410478605,1880290.0521369171,10L,06897500
1185,1185,gages-06711565,90176,wb-1567534,nex-1567535,519189.0,06711565,gages,ref-fab,-764031.2017247751,1885961.587624193,10L,06711565
1186,1186,gages-06719505,57492,wb-1570943,nex-1570824,337886.0,06719505,gages,ref-fab,-781566.8736068546,1897806.410766933,10L,06719505
1187,1187,gages-06622700,99846,wb-1577663,nex-1577651,43565.0,06622700,gages,ref-fab,-872364.5440165843,2088617.4859336454,10L,06622700
1188,1188,gages-06878000,99810,wb-1549538,nex-1549531,1438284.0,06878000,gages,ref-fab,-89709.92799387118,1777541.5590286104,10L,06878000
1189,1189,gages-06752260,90288,wb-1569690,nex-1569691,520909.0,06752260,gages,ref-fab,-758298.103136808,1987765.7529263338,10L,06752260
1190,1190,gages-06926000,32391,wb-1585060,nex-1584760,1793303.0,06926000,gages,ref-fab,294881.8172812667,1689475.8774625694,10L,06926000
1191,1191,gages-06601000,57431,wb-1561581,nex-1561582,983072.0,06601000,gages,ref-fab,-39547.95495440915,2147736.046141889,10L,06601000
1192,1192,gages-06811500,81282,wb-1558224,nex-1558225,1649954.0,06811500,gages,ref-fab,16533.73640577594,1930128.2156172337,10L,06811500
1193,1193,gages-06710385,99840,wb-1571936,nex-1571937,518389.0,06710385,gages,ref-fab,-792080.8260695711,1884790.4928042472,10L,06710385
1194,1194,gages-06741510,99835,wb-1570264,nex-1570265,520709.0,06741510,gages,ref-fab,-759938.6098546855,1966490.705442356,10L,06741510
1195,1195,gages-06803520,28325,wb-1562354,nex-1562355,981760.0,06803520,gages,ref-fab,-50875.65418468314,1986326.6522996689,10L,06803520
1196,1196,gages-06815000,54915,wb-1557724,nex-1557663,1061972.0,06815000,gages,ref-fab,34719.69794203016,1890740.9423616354,10L,06815000
1197,1197,gages-06817700,31984,wb-1557028,nex-1556999,1094132.0,06817700,gages,ref-fab,78552.877164377,1907083.576010109,10L,06817700
1198,1198,gages-06915000,90557,wb-1588108,nex-1588109,1867245.0,06915000,gages,ref-fab,95465.21243004245,1735725.8508727276,10L,06915000
1199,1199,gages-06803500,28463,wb-1562352,nex-1562353,981824.0,06803500,gages,ref-fab,-56511.09929099432,1982355.7622905003,10L,06803500
1200,1200,gages-06751490,63368,wb-1570033,nex-1570024,378668.0,06751490,gages,ref-fab,-773630.3671894253,2012554.1322666563,10L,06751490
1201,1201,gages-06908000,99812,wb-1537701,nex-1537702,1867745.0,06908000,gages,ref-fab,240954.55179367727,1777485.4583702406,10L,06908000
1202,1202,gages-06821190,15907,wb-1556221,nex-1556201,1111202.0,06821190,gages,ref-fab,108316.52115229909,1820285.4146745722,10L,06821190
1203,1203,gages-06899500,21973,wb-1581898,nex-1581819,1676240.0,06899500,gages,ref-fab,199695.7982604059,1897022.9967284831,10L,06899500
1204,1204,gages-06020600,43,wb-1854925,nex-1854926,90333.0,06020600,gages,ref-fab,-1257940.8335577485,2579177.9693170665,10U,06020600
1205,1205,gages-06332515,83260,wb-1821565,nex-1821552,1554679.0,06332515,gages,ref-fab,-510358.0642991282,2773126.1433889987,10U,06332515
1206,1206,gages-06279500,84032,wb-1828860,nex-1828861,1243089.0,06279500,gages,ref-fab,-959876.439489607,2481166.563101225,10U,06279500
1207,1207,gages-06052500,101077,wb-1857447,nex-1857448,228555.0,06052500,gages,ref-fab,-1194578.6658996157,2641439.0762078855,10U,06052500
1208,1208,gages-06186500,52998,wb-1822266,nex-1822267,966833.0,06186500,gages,ref-fab,-1135071.5029171347,2488182.757804404,10U,06186500
1209,1209,gages-06281000,66434,wb-1830035,nex-1830036,1275863.0,06281000,gages,ref-fab,-1048192.1094359726,2456975.498309427,10U,06281000
1210,1210,gages-06280300,66458,wb-1830096,nex-1830022,1280021.0,06280300,gages,ref-fab,-1076238.2124355233,2434416.4289502194,10U,06280300
1211,1211,gages-06285100,68269,wb-1829652,nex-1829653,1302071.0,06285100,gages,ref-fab,-978090.4363953369,2492193.5073432885,10U,06285100
1212,1212,gages-06414000,89772,wb-1805348,nex-1805349,1697257.0,06414000,gages,ref-fab,-575629.9665973653,2365470.7263231697,10U,06414000
1213,1213,gages-06481000,104774,wb-1793902,nex-1792857,1939520.0,06481000,gages,ref-fab,-59512.17331307031,2310347.707679438,10U,06481000
1214,1214,gages-06480000,104416,wb-1793975,nex-1792839,1940362.0,06480000,gages,ref-fab,-58890.63284847314,2354308.263033714,10U,06480000
1215,1215,gages-06037500,104748,wb-1853606,nex-1853607,224271.0,06037500,gages,ref-fab,-1187324.5244474353,2502944.408645408,10U,06037500
1216,1216,gages-06214500,33875,wb-1822366,nex-1822367,1024721.0,06214500,gages,ref-fab,-967168.9975395718,2598470.255267085,10U,06214500
1217,1217,gages-06225000,92818,wb-1832877,nex-1832878,1119033.0,06225000,gages,ref-fab,-1049025.153911472,2321988.316794472,10U,06225000
1218,1218,gages-06235500,93078,wb-1831811,nex-1831812,1136418.0,06235500,gages,ref-fab,-999618.9169067002,2287481.4622486606,10U,06235500
1219,1219,gages-06274300,39841,wb-1834441,nex-1828848,1210147.0,06274300,gages,ref-fab,-953418.0143040551,2444253.6973727965,10U,06274300
1220,1220,gages-06279940,99238,wb-1829617,nex-1829618,1267239.0,06279940,gages,ref-fab,-1061885.959973806,2461927.7601729166,10U,06279940
1221,1221,gages-06406500,31152,wb-1808864,nex-1808859,1690525.0,06406500,gages,ref-fab,-553535.4332712303,2323881.1631946703,10U,06406500
1222,1222,gages-06402500,33317,wb-1805724,nex-1805725,1692799.0,06402500,gages,ref-fab,-586506.2319043742,2293895.122012618,10U,06402500
1223,1223,gages-06412500,33423,wb-1805343,nex-1805344,1697299.0,06412500,gages,ref-fab,-582582.2435857813,2363038.028464085,10U,06412500
1224,1224,gages-06411500,34481,wb-1805467,nex-1805339,1697719.0,06411500,gages,ref-fab,-593736.6469541787,2366769.6269431314,10U,06411500
1225,1225,gages-06430500,48140,wb-1803178,nex-1803179,1764775.0,06430500,gages,ref-fab,-637138.1165241854,2425523.6926313653,10U,06430500
1226,1226,gages-06431500,47954,wb-1803257,nex-1803243,1768339.0,06431500,gages,ref-fab,-623278.6508052847,2414876.094885518,10U,06431500
1227,1227,gages-06433000,92375,wb-1803186,nex-1803187,1769191.0,06433000,gages,ref-fab,-619736.4832219981,2434733.9662637203,10U,06433000
1228,1228,gages-06360500,57470,wb-1810420,nex-1810344,1882850.0,06360500,gages,ref-fab,-379380.04594173643,2483938.378056047,10U,06360500
1229,1229,gages-06440200,57518,wb-1800219,nex-1800220,1889506.0,06440200,gages,ref-fab,-461152.6872640983,2345020.5577873345,10U,06440200
1230,1230,gages-06447000,60929,wb-1798000,nex-1796655,1906714.0,06447000,gages,ref-fab,-442472.9244714341,2318524.6810638513,10U,06447000
1231,1231,gages-06470800,61109,wb-1873976,nex-1873975,1928039.0,06470800,gages,ref-fab,-160064.8039231285,2583484.11155717,10U,06470800
1232,1232,gages-06282000,66450,wb-1829757,nex-1829628,1285901.0,06282000,gages,ref-fab,-1034380.455017677,2464031.736900637,10U,06282000
1233,1233,gages-06225500,84742,wb-1828768,nex-1828769,1548025.0,06225500,gages,ref-fab,-1047430.1680799449,2320189.5029640193,10U,06225500
1234,1234,gages-06289600,84760,wb-1829173,nex-1829174,1549249.0,06289600,gages,ref-fab,-901160.6386684257,2500177.031341096,10U,06289600
1235,1235,gages-06188000,84690,wb-1826109,nex-1826110,1547314.0,06188000,gages,ref-fab,-1130837.4913223404,2523663.9039905337,10U,06188000
1236,1236,gages-06468170,104712,wb-1872022,nex-1872023,1942552.0,06468170,gages,ref-fab,-215858.49880754514,2732098.650666925,10U,06468170
1237,1237,gages-06253000,61201,wb-1833086,nex-1833084,1161393.0,06253000,gages,ref-fab,-983900.0642397788,2311966.9308534265,10U,06253000
1238,1238,gages-06191500,63128,wb-1822288,nex-1822289,1547404.0,06191500,gages,ref-fab,-1158849.2384662083,2550393.9019174958,10U,06191500
1239,1239,gages-06354000,97618,wb-1814389,nex-1814312,1847946.0,06354000,gages,ref-fab,-379568.282468225,2609660.1419780357,10U,06354000
1240,1240,gages-06033000,49488,wb-1854452,nex-1854453,548470.0,06033000,gages,ref-fab,-1238165.1066533963,2683774.007741067,10U,06033000
1241,1241,gages-06441500,84792,wb-1800281,nex-1800271,1894974.0,06441500,gages,ref-fab,-346951.4821238398,2379704.3419283875,10U,06441500
1242,1242,gages-06452000,101812,wb-1796716,nex-1796717,1942513.0,06452000,gages,ref-fab,-281350.04983865656,2312514.0522317914,10U,06452000
1243,1243,gages-06464500,98814,wb-1871482,nex-1871325,1924430.0,06464500,gages,ref-fab,-304903.13238663616,2230506.2344621476,10U,06464500
1244,1244,gages-06402000,84907,wb-1808660,nex-1808655,1693741.0,06402000,gages,ref-fab,-601047.8409409361,2293431.448802327,10U,06402000
1245,1245,gages-06482020,104379,wb-1793701,nex-1792867,1940024.0,06482020,gages,ref-fab,-55583.80066609213,2286496.884608726,10U,06482020
1246,1246,gages-06485500,100816,wb-1793005,nex-1792899,1940144.0,06485500,gages,ref-fab,-47005.616503891375,2204706.622120839,10U,06485500
1247,1247,gages-06422500,84770,wb-1809228,nex-1809129,1706107.0,06422500,gages,ref-fab,-591907.953558394,2372687.3261615327,10U,06422500
1248,1248,gages-06352000,97512,wb-1814490,nex-1814491,1885180.0,06352000,gages,ref-fab,-498925.08667554933,2591371.688952321,10U,06352000
1249,1249,gages-06436198,92345,wb-1803076,nex-1802854,1884954.0,06436198,gages,ref-fab,-590001.9804568806,2428779.0064592743,10U,06436198
1250,1250,gages-06353000,100783,wb-1814524,nex-1814520,1846686.0,06353000,gages,ref-fab,-411313.4789031424,2578563.501851193,10U,06353000
1251,1251,gages-06406000,72698,wb-1808940,nex-1808853,1696657.0,06406000,gages,ref-fab,-575242.4224454159,2336671.2588201696,10U,06406000
1252,1252,gages-06200000,94067,wb-1825382,nex-1825383,1547485.0,06200000,gages,ref-fab,-1078572.4608346785,2619515.064812138,10U,06200000
1253,1253,gages-06054500,33831,wb-1853407,nex-1850656,330474.0,06054500,gages,ref-fab,-1189904.124998632,2670901.9955259026,10U,06054500
1254,1254,gages-06453600,100847,wb-1869574,nex-1869575,1942515.0,06453600,gages,ref-fab,-175297.55763359103,2203584.695111386,10U,06453600
1255,1255,gages-06350000,84848,wb-1814256,nex-1814257,1885164.0,06350000,gages,ref-fab,-504143.5623671539,2620724.9898704835,10U,06350000
1256,1256,gages-06470000,103405,wb-1872052,nex-1872053,1942567.0,06470000,gages,ref-fab,-203873.60018408284,2657341.0044055977,10U,06470000
1257,1257,gages-06479215,33715,wb-1792801,nex-1792802,1942632.0,06479215,gages,ref-fab,-93400.009660695,2465244.2436317187,10U,06479215
1258,1258,gages-06479010,104230,wb-1795240,nex-1795241,1942614.0,06479010,gages,ref-fab,-75981.95539395715,2202185.1510106665,10U,06479010
1259,1259,gages-06468250,103187,wb-1872032,nex-1872033,1942550.0,06468250,gages,ref-fab,-212582.64205219116,2713795.711192283,10U,06468250
1260,1260,gages-06192500,104314,wb-1822307,nex-1822308,1547467.0,06192500,gages,ref-fab,-1132348.9981067942,2599595.2566077574,10U,06192500
1261,1261,gages-06191000,56515,wb-1826536,nex-1826537,1547269.0,06191000,gages,ref-fab,-1152419.7822157533,2534984.1852915394,10U,06191000
1262,1262,gages-06208500,84785,wb-1827289,nex-1827290,1547845.0,06208500,gages,ref-fab,-1001211.4976626033,2566002.7504847227,10U,06208500
1263,1263,gages-06025500,82347,wb-1856444,nex-1856445,91719.0,06025500,gages,ref-fab,-1298117.2661792263,2618353.497503816,10U,06025500
1264,1264,gages-06038500,85188,wb-1853834,nex-1853617,192414.0,06038500,gages,ref-fab,-1205467.3625635486,2528686.0194968246,10U,06038500
1265,1265,gages-06043500,85190,wb-1857439,nex-1857440,228765.0,06043500,gages,ref-fab,-1188373.857857114,2596984.397637216,10U,06043500
1266,1266,gages-06259000,88495,wb-1828804,nex-1828805,1157043.0,06259000,gages,ref-fab,-978732.166219422,2333148.992434753,10U,06259000
1267,1267,gages-06450500,92712,wb-1797202,nex-1797203,1910454.0,06450500,gages,ref-fab,-380808.7278877867,2299243.6757732052,10U,06450500
1268,1268,gages-07170700,4298,wb-2187540,nex-2187541,582211.0,07170700,gages,ref-fab,46554.33676219083,1581165.4633972312,11,07170700
1269,1269,gages-07195855,83556,wb-2166916,nex-2166898,874344.0,07195855,gages,ref-fab,122655.5859805254,1463307.7837261546,11,07195855
1270,1270,gages-07198000,86013,wb-2166819,nex-2166820,868870.0,07198000,gages,ref-fab,82315.72441706581,1390232.052820179,11,07198000
1271,1271,gages-07096000,18342,wb-2167776,nex-2167777,1148194.0,07096000,gages,ref-fab,-798996.6402185978,1750423.4092593186,11,07096000
1272,1272,gages-07109500,18358,wb-2178184,nex-2167811,1154224.0,07109500,gages,ref-fab,-726619.8802104833,1722737.2534063363,11,07109500
1273,1273,gages-07145700,71248,wb-2171352,nex-2171353,1370001.0,07145700,gages,ref-fab,-122985.32475878524,1578934.6099471054,11,07145700
1274,1274,gages-07167500,82664,wb-2186931,nex-2186932,541331.0,07167500,gages,ref-fab,-18895.088720385174,1629847.4216181508,11,07167500
