,index,hl_uri,poi_id,id,nex_id,hf_id,hl_link,hl_reference,hl_source,hl_x,hl_y,vpuid,STAID
413,413,gages-02319000,40657,wb-412643,nex-412644,408354.0,02319000,gages,ref-fab,1218494.963188824,906826.1335972024,03S,02319000
414,414,gages-02319500,66765,wb-414032,nex-412573,450642.0,02319500,gages,ref-fab,1223347.3759711473,885415.1917727517,03S,02319500
415,415,gages-02218300,28523,wb-418330,nex-418331,718.0,02218300,gages,ref-fab,1165466.0326768174,1261074.0384522947,03S,02218300
416,416,gages-02217475,22578,wb-418318,nex-418319,5254.0,02217475,gages,ref-fab,1137533.2006640346,1292741.1570072598,03S,02217475
417,417,gages-02221525,22956,wb-419683,nex-419681,27408.0,02221525,gages,ref-fab,1155595.7181601014,1207635.2993608105,03S,02221525
418,418,gages-02217500,22971,wb-418321,nex-418322,60882.0,02217500,gages,ref-fab,1150612.8515168305,1284671.5759170768,03S,02217500
419,419,gages-02210500,29761,wb-417315,nex-415655,117939.0,02210500,gages,ref-fab,1122637.3778063876,1208986.1283662582,03S,02210500
420,420,gages-02208450,23051,wb-417330,nex-417331,112059.0,02208450,gages,ref-fab,1122737.2868772445,1246195.1513640878,03S,02208450
421,421,gages-02270500,26305,wb-411596,nex-411597,544622.0,02270500,gages,ref-fab,1455990.253872454,598752.2095041383,03S,02270500
422,422,gages-02262900,26313,wb-411367,nex-411368,552642.0,02262900,gages,ref-fab,1437399.6960725933,697941.0735524202,03S,02262900
423,423,gages-02294650,26620,wb-422302,nex-422303,625842.0,02294650,gages,ref-fab,1398038.5815431608,637574.4776311582,03S,02294650
424,424,gages-02299950,27812,wb-423185,nex-423186,644582.0,02299950,gages,ref-fab,1363929.5003823345,587809.5117835677,03S,02299950
425,425,gages-02300500,27829,wb-423335,nex-423336,651602.0,02300500,gages,ref-fab,1346610.7086586757,608460.5751800823,03S,02300500
426,426,gages-02313000,28215,wb-424026,nex-424027,679122.0,02313000,gages,ref-fab,1325756.7164767021,753702.6435903896,03S,02313000
427,427,gages-02312720,27867,wb-424022,nex-424023,679162.0,02312720,gages,ref-fab,1341603.2451002724,739641.8709716987,03S,02312720
428,428,gages-02323500,38324,wb-412592,nex-412593,451802.0,02323500,gages,ref-fab,1260769.3800864778,807351.1949549501,03S,02323500
429,429,gages-02318700,37876,wb-412727,nex-412671,419442.0,02318700,gages,ref-fab,1185227.8122317712,937391.4138559828,03S,02318700
430,430,gages-02321500,22065,wb-414056,nex-414057,463642.0,02321500,gages,ref-fab,1301600.450094776,854662.1446440765,03S,02321500
431,431,gages-02317500,39259,wb-413390,nex-413313,404301.0,02317500,gages,ref-fab,1234274.4543348174,930790.3454802631,03S,02317500
432,432,gages-02294898,38872,wb-422521,nex-422309,619582.0,02294898,gages,ref-fab,1401953.0479376665,622765.1436685355,03S,02294898
433,433,gages-02219000,39055,wb-418958,nex-418936,16446.0,02219000,gages,ref-fab,1150165.2508370676,1264535.2109134388,03S,02219000
434,434,gages-02296750,39507,wb-422329,nex-422330,684542.0,02296750,gages,ref-fab,1401162.4345280393,565852.4552859736,03S,02296750
435,435,gages-02297100,40508,wb-422703,nex-422704,684502.0,02297100,gages,ref-fab,1401610.5088758222,560721.0180561859,03S,02297100
436,436,gages-02315500,38313,wb-412556,nex-412557,463202.0,02315500,gages,ref-fab,1267718.007173466,893340.1429442562,03S,02315500
437,437,gages-02263800,40924,wb-410958,nex-410959,684002.0,02263800,gages,ref-fab,1426349.193159289,686895.9220879588,03S,02263800
438,438,gages-02215100,22334,wb-418114,nex-418115,461942.0,02215100,gages,ref-fab,1168902.4119577284,1094565.5287144282,03S,02215100
439,439,gages-02234324,13458,wb-421218,nex-421194,477022.0,02234324,gages,ref-fab,1438747.612045548,734950.618629338,03S,02234324
440,440,gages-02301500,22815,wb-423658,nex-423659,686302.0,02301500,gages,ref-fab,1356542.8467907407,631452.8392552353,03S,02301500
441,441,gages-02226000,24910,wb-420293,nex-415756,240390.0,02226000,gages,ref-fab,1335451.3691399498,1053390.1235162397,03S,02226000
442,442,gages-02294491,28410,wb-422535,nex-422534,612002.0,02294491,gages,ref-fab,1393125.737795592,644611.0581047544,03S,02294491
443,443,gages-02235000,28440,wb-421236,nex-421237,681862.0,02235000,gages,ref-fab,1420281.3751139687,748970.8749716493,03S,02235000
444,444,gages-02314500,38375,wb-412541,nex-412542,463282.0,02314500,gages,ref-fab,1279279.0423892173,933179.886173353,03S,02314500
445,445,gages-02233500,28424,wb-421127,nex-421114,476482.0,02233500,gages,ref-fab,1452136.5478227306,736928.4783794977,03S,02233500
446,446,gages-02295637,41167,wb-422471,nex-422319,620302.0,02295637,gages,ref-fab,1403711.9680832492,598056.6963195129,03S,02295637
447,447,gages-02213000,39158,wb-415670,nex-415671,461742.0,02213000,gages,ref-fab,1150301.3717080299,1159174.118494015,03S,02213000
448,448,gages-02326000,36992,wb-412161,nex-412162,462882.0,02326000,gages,ref-fab,1162981.5467628038,857082.0807689108,03S,02326000
449,449,gages-02225000,28450,wb-415737,nex-415738,462162.0,02225000,gages,ref-fab,1283777.371525029,1076686.1202551133,03S,02225000
450,450,gages-02215500,42176,wb-416655,nex-415729,180456.0,02215500,gages,ref-fab,1252669.3759612048,1070582.1269996958,03S,02215500
451,451,gages-02234400,13520,wb-421206,nex-421207,467702.0,02234400,gages,ref-fab,1434050.6792444428,738281.3164574113,03S,02234400
452,452,gages-02226500,27413,wb-414561,nex-414562,300771.0,02226500,gages,ref-fab,1294278.8420884104,1000216.702443033,03S,02226500
453,453,gages-02358000,2587,wb-478025,nex-478026,245599.0,02358000,gages,ref-fab,1061657.0371350339,910353.6832270321,03W,02358000
454,454,gages-02336300,16610,wb-481952,nex-481937,80035.0,02336300,gages,ref-fab,1059887.6669794263,1259928.7430062026,03W,02336300
455,455,gages-02334430,18076,wb-477873,nex-477874,84277.0,02334430,gages,ref-fab,1088337.085438396,1301628.128730859,03W,02334430
456,456,gages-02338000,22117,wb-481758,nex-477920,115903.0,02338000,gages,ref-fab,1021643.313038761,1214284.2431898618,03W,02338000
457,457,gages-02447025,15051,wb-487471,nex-484217,1263901.0,02447025,gages,ref-fab,727134.9370193054,1114095.2495955974,03W,02447025
458,458,gages-02349605,9405,wb-478524,nex-478525,308332.0,02349605,gages,ref-fab,1117990.1268777822,1093491.1269632638,03W,02349605
459,459,gages-02353000,17339,wb-478856,nex-478566,362659.0,02353000,gages,ref-fab,1093024.3690581576,965723.0635972332,03W,02353000
460,460,gages-02352500,26093,wb-478555,nex-478556,361189.0,02352500,gages,ref-fab,1118914.3760593266,1010228.1303559216,03W,02352500
461,461,gages-02363000,26396,wb-502304,nex-501993,554083.0,02363000,gages,ref-fab,963481.6396110867,998013.9702238232,03W,02363000
462,462,gages-02375500,32824,wb-498924,nex-498925,664523.0,02375500,gages,ref-fab,833475.3117415373,914764.811224934,03W,02375500
463,463,gages-02385800,33036,wb-496190,nex-496181,688280.0,02385800,gages,ref-fab,1016943.5652416234,1354190.5526438828,03W,02385800
464,464,gages-02439400,60830,wb-489791,nex-489792,1175487.0,02439400,gages,ref-fab,705555.3143798945,1219317.9423785703,03W,02439400
465,465,gages-02462000,70067,wb-485640,nex-485626,1312943.0,02462000,gages,ref-fab,819089.9129996567,1192623.2570341248,03W,02462000
466,466,gages-02465000,70806,wb-485410,nex-485259,1330219.0,02465000,gages,ref-fab,777072.938673269,1160729.243903098,03W,02465000
467,467,gages-02477990,74576,wb-507444,nex-507445,1442140.0,02477990,gages,ref-fab,706143.7872326714,985523.8708421738,03W,02477990
468,468,gages-02472000,77079,wb-504901,nex-504902,1474140.0,02472000,gages,ref-fab,622645.7784478454,979708.4971757975,03W,02472000
469,469,gages-02474500,78923,wb-506215,nex-506204,1493417.0,02474500,gages,ref-fab,652789.8501273177,940909.6773049808,03W,02474500
470,470,gages-02479000,80280,wb-504931,nex-504932,1510904.0,02479000,gages,ref-fab,692150.5062566813,904270.0639901846,03W,02479000
471,471,gages-02479160,80378,wb-505083,nex-505058,1516403.0,02479160,gages,ref-fab,675623.5114988383,888904.9682423125,03W,02479160
472,472,gages-02479300,80397,wb-505319,nex-505310,1515413.0,02479300,gages,ref-fab,690569.9995058549,876686.5077556922,03W,02479300
473,473,gages-02329600,83418,wb-503665,nex-503666,48472.0,02329600,gages,ref-fab,1096569.7672491467,892429.7419884944,03W,02329600
474,474,gages-02330000,83253,wb-504161,nex-503481,49207.0,02330000,gages,ref-fab,1085147.9995486895,875502.6847503381,03W,02330000
475,475,gages-02335450,83254,wb-482045,nex-477886,79531.0,02335450,gages,ref-fab,1068769.5027170726,1279146.375941231,03W,02335450
476,476,gages-02333500,83274,wb-482094,nex-482095,55549.0,02333500,gages,ref-fab,1095578.637270317,1343334.9882128257,03W,02333500
477,477,gages-02334885,83493,wb-482053,nex-482052,78628.0,02334885,gages,ref-fab,1088549.9115226462,1286937.7807397824,03W,02334885
478,478,gages-02335000,83291,wb-477881,nex-477882,81862.0,02335000,gages,ref-fab,1078648.29058434,1282006.8537171318,03W,02335000
479,479,gages-02336490,83339,wb-481927,nex-477899,113005.0,02336490,gages,ref-fab,1054695.8720155926,1257131.7530535145,03W,02336490
480,480,gages-02337000,83341,wb-481837,nex-481838,88876.0,02337000,gages,ref-fab,1043177.9664312673,1250740.382254193,03W,02337000
481,481,gages-02341800,83570,wb-482964,nex-482965,149104.0,02341800,gages,ref-fab,1043340.7897938902,1099355.942196943,03W,02341800
482,482,gages-02343801,83359,wb-478005,nex-478006,224074.0,02343801,gages,ref-fab,1031863.8722374631,967285.0053519417,03W,02343801
483,483,gages-02347500,83656,wb-478509,nex-478510,247027.0,02347500,gages,ref-fab,1095860.876065932,1138524.8791008266,03W,02347500
484,484,gages-02369000,84097,wb-500723,nex-500724,462823.0,02369000,gages,ref-fab,898878.7669919934,891055.6530651622,03W,02369000
485,485,gages-02369800,84651,wb-500509,nex-500327,470923.0,02369800,gages,ref-fab,882588.9233961067,924417.7579858572,03W,02369800
486,486,gages-02376115,84619,wb-504217,nex-504213,682763.0,02376115,gages,ref-fab,828046.9563208205,860145.2983363357,03W,02376115
487,487,gages-02366500,84178,wb-501851,nex-501844,584923.0,02366500,gages,ref-fab,966478.5003803916,870673.6207676237,03W,02366500
488,488,gages-02384500,84839,wb-496078,nex-495967,688470.0,02384500,gages,ref-fab,1008208.0551049125,1365116.5490671324,03W,02384500
489,489,gages-02395980,9899,wb-495047,nex-495040,743817.0,02395980,gages,ref-fab,992525.2675068278,1297916.5192160264,03W,02395980
490,490,gages-02394000,52833,wb-495537,nex-495024,747218.0,02394000,gages,ref-fab,1027579.69794328,1293966.3995033016,03W,02394000
491,491,gages-02398300,46908,wb-496438,nex-496439,774236.0,02398300,gages,ref-fab,956305.6743746469,1300163.4614986225,03W,02398300
492,492,gages-02397000,78680,wb-496402,nex-483873,791317.0,02397000,gages,ref-fab,979999.9403426297,1292971.2523263034,03W,02397000
493,493,gages-02405500,55334,wb-494524,nex-494521,818943.0,02405500,gages,ref-fab,886766.0892035331,1197944.0067656583,03W,02405500
494,494,gages-02404400,55012,wb-497029,nex-497030,847690.0,02404400,gages,ref-fab,911084.9367318149,1212576.2545493394,03W,02404400
495,495,gages-02411000,37164,wb-483959,nex-483960,883704.0,02411000,gages,ref-fab,908200.9425021317,1106190.2464763646,03W,02411000
496,496,gages-02412000,72304,wb-492926,nex-492378,893156.0,02412000,gages,ref-fab,964188.6878966903,1226028.9278087418,03W,02412000
497,497,gages-02414500,7089,wb-492397,nex-492398,925323.0,02414500,gages,ref-fab,966013.0012083079,1169269.875814279,03W,02414500
498,498,gages-02414715,5832,wb-493474,nex-492406,921611.0,02414715,gages,ref-fab,950928.9331482335,1152502.242846794,03W,02414715
499,499,gages-02423496,13582,wb-491453,nex-491329,1037195.0,02423496,gages,ref-fab,849377.1402316028,1185387.9207264732,03W,02423496
500,500,gages-02450180,29346,wb-486539,nex-485225,1268269.0,02450180,gages,ref-fab,831702.2054838766,1239927.6226528175,03W,02450180
501,501,gages-02476600,44055,wb-507141,nex-507125,1430160.0,02476600,gages,ref-fab,678522.5787109676,1050118.2655128867,03W,02476600
502,502,gages-02477000,44243,wb-506696,nex-506697,1457440.0,02477000,gages,ref-fab,673726.475776502,1035473.5212654395,03W,02477000
503,503,gages-02473000,45217,wb-504910,nex-504911,1489637.0,02473000,gages,ref-fab,636955.500541143,940257.0696449075,03W,02473000
504,504,gages-02424590,54846,wb-491859,nex-491357,1045995.0,02424590,gages,ref-fab,822504.1872831646,1087299.7441595327,03W,02424590
505,505,gages-02418500,85136,wb-492426,nex-492427,1552421.0,02418500,gages,ref-fab,943044.8721938398,1097739.8606371065,03W,02418500
506,506,gages-02341505,30459,wb-482928,nex-477971,150469.0,02341505,gages,ref-fab,1029605.6242595693,1100140.2476225512,03W,02341505
507,507,gages-02473500,78829,wb-506195,nex-506196,1554320.0,02473500,gages,ref-fab,648519.2604639463,978299.9346512624,03W,02473500
508,508,gages-02377570,85201,wb-501281,nex-501282,682563.0,02377570,gages,ref-fab,809662.1705248151,872233.8236434171,03W,02377570
509,509,gages-02467500,72547,wb-485006,nex-484905,1383663.0,02467500,gages,ref-fab,729183.3587080045,1085182.5652480116,03W,02467500
510,510,gages-02399200,85017,wb-496589,nex-496590,1551593.0,02399200,gages,ref-fab,942155.8499598019,1297316.8710824419,03W,02399200
511,511,gages-02338660,28714,wb-482558,nex-482559,678943.0,02338660,gages,ref-fab,1016279.410261611,1188206.4545493792,03W,02338660
512,512,gages-02336000,48280,wb-481975,nex-477895,57271.0,02336000,gages,ref-fab,1057617.0033736778,1261483.8743668008,03W,02336000
513,513,gages-02481510,81463,wb-504414,nex-504415,1554554.0,02481510,gages,ref-fab,645269.0792510072,844916.5231373407,03W,02481510
514,514,gages-02427250,66509,wb-491138,nex-491139,1552799.0,02427250,gages,ref-fab,837683.8643491456,1031144.4558074316,03W,02427250
515,515,gages-02401000,57394,wb-494713,nex-494714,1551719.0,02401000,gages,ref-fab,909078.7353235355,1273226.9089392393,03W,02401000
516,516,gages-02466030,85173,wb-485278,nex-485279,1553960.0,02466030,gages,ref-fab,757457.7274683522,1110352.7843650552,03W,02466030
517,517,gages-02344700,8243,wb-479767,nex-479750,258451.0,02344700,gages,ref-fab,1060306.7945248655,1199373.041147784,03W,02344700
518,518,gages-02331600,85189,wb-477854,nex-477855,678263.0,02331600,gages,ref-fab,1123046.9922904198,1347399.2420318476,03W,02331600
519,519,gages-02472500,75951,wb-505664,nex-505628,1465600.0,02472500,gages,ref-fab,624248.6436850032,950022.2273493563,03W,02472500
520,520,gages-02464000,70339,wb-485431,nex-485432,1553798.0,02464000,gages,ref-fab,776659.7555924912,1189780.8585673529,03W,02464000
521,521,gages-02387000,85012,wb-495974,nex-495975,1550999.0,02387000,gages,ref-fab,1004787.5885561156,1346411.5216666234,03W,02387000
522,522,gages-02478500,75735,wb-506729,nex-506730,1554266.0,02478500,gages,ref-fab,707921.5020826907,923597.0582136265,03W,02478500
523,523,gages-02425000,34871,wb-491358,nex-491359,1552547.0,02425000,gages,ref-fab,822833.0746838817,1077986.264283516,03W,02425000
524,524,gages-02474560,79676,wb-506397,nex-504918,1498151.0,02474560,gages,ref-fab,660769.4995579671,929197.0621073075,03W,02474560
525,525,gages-02424000,46200,wb-491343,nex-491344,1552565.0,02424000,gages,ref-fab,822042.1869133215,1133513.7467069305,03W,02424000
526,526,gages-02413300,41789,wb-493109,nex-493110,1552241.0,02413300,gages,ref-fab,978524.2423880878,1205845.226818287,03W,02413300
527,527,gages-02408540,73928,wb-494086,nex-494087,1551917.0,02408540,gages,ref-fab,902069.270958592,1139775.9785515538,03W,02408540
528,528,gages-02388500,26451,wb-483868,nex-483869,1551251.0,02388500,gages,ref-fab,989047.5089879794,1304934.2439044607,03W,02388500
529,529,gages-02392000,38615,wb-495394,nex-495013,736388.0,02392000,gages,ref-fab,1049186.6478271964,1304138.3397732829,03W,02392000
530,530,gages-02475000,78363,wb-505546,nex-504926,1491068.0,02475000,gages,ref-fab,685311.4998951136,916163.0620089663,03W,02475000
531,531,gages-02446500,65119,wb-487981,nex-487982,1553366.0,02446500,gages,ref-fab,760023.835686011,1164658.8396316045,03W,02446500
532,532,gages-02342500,74359,wb-483124,nex-483125,680143.0,02342500,gages,ref-fab,1027760.9506056468,1085017.2394437855,03W,02342500
533,533,gages-02350512,41704,wb-478547,nex-478548,680843.0,02350512,gages,ref-fab,1127065.1278259587,1031706.1253969097,03W,02350512
534,534,gages-02471001,85194,wb-484086,nex-484087,1554140.0,02471001,gages,ref-fab,749264.3499694557,888209.1844513348,03W,02471001
535,535,gages-02380500,48965,wb-483840,nex-483841,1551089.0,02380500,gages,ref-fab,1041218.6674509107,1353738.6792118773,03W,02380500
536,536,gages-02419000,85048,wb-493721,nex-493722,1552403.0,02419000,gages,ref-fab,960462.9342652264,1096936.2546166722,03W,02419000
537,537,gages-02357000,18701,wb-478599,nex-478600,681463.0,02357000,gages,ref-fab,1068729.9322337965,946521.2144236185,03W,02357000
538,538,gages-02387500,37907,wb-483857,nex-483858,1551233.0,02387500,gages,ref-fab,1003302.8810294657,1336910.2501693491,03W,02387500
539,539,gages-02359000,41325,wb-478123,nex-478124,681683.0,02359000,gages,ref-fab,1035551.1903345513,887125.4456310108,03W,02359000
540,540,gages-02423500,44335,wb-491329,nex-491330,1552619.0,02423500,gages,ref-fab,847423.7285008255,1184372.1364613485,03W,02423500
541,541,gages-02344350,29802,wb-479871,nex-478481,261097.0,02344350,gages,ref-fab,1070268.0369343925,1214500.8395378685,03W,02344350
542,542,gages-02398000,85247,wb-496519,nex-496432,784591.0,02398000,gages,ref-fab,969375.7531483944,1320991.5525694282,03W,02398000
543,543,gages-02344500,5629,wb-478487,nex-478488,680383.0,02344500,gages,ref-fab,1068350.3590709232,1195005.0787739763,03W,02344500
544,544,gages-02350900,21967,wb-480488,nex-480489,681003.0,02350900,gages,ref-fab,1105088.8776541434,1033338.2554526702,03W,02350900
545,545,gages-02353500,41771,wb-478847,nex-478848,681263.0,02353500,gages,ref-fab,1082914.3639726867,987662.2433236113,03W,02353500
546,546,gages-02351890,41462,wb-480728,nex-480709,338257.0,02351890,gages,ref-fab,1116097.343190572,1036458.6164708677,03W,02351890
547,547,gages-02383500,85131,wb-483853,nex-483854,1551053.0,02383500,gages,ref-fab,1013721.1605820731,1337481.403156852,03W,02383500
548,548,gages-02337170,83678,wb-477907,nex-477908,679663.0,02337170,gages,ref-fab,1040288.3214377546,1238464.2463640107,03W,02337170
549,549,gages-02423380,85016,wb-491323,nex-491324,1552673.0,02423380,gages,ref-fab,855907.5166430757,1198717.934845692,03W,02423380
550,550,gages-02373000,85140,wb-499098,nex-499025,636163.0,02373000,gages,ref-fab,871115.5913496091,972835.2720827769,03W,02373000
551,551,gages-02382500,82363,wb-495702,nex-483849,719269.0,02382500,gages,ref-fab,1026441.0623962798,1343604.799754226,03W,02382500
552,552,gages-02382500,82363,wb-495702,nex-483849,719269.0,02382500,gages,ref-fab,1026441.0623962798,1343604.799754226,03W,02382500
553,553,gages-02329000,38708,wb-503470,nex-503471,34465.0,02329000,gages,ref-fab,1109047.8312472813,898368.5462056729,03W,02329000
554,554,gages-02376500,40382,wb-501371,nex-501214,489623.0,02376500,gages,ref-fab,817327.3119258615,882747.5064259932,03W,02376500
555,555,gages-02361000,40384,wb-501811,nex-501812,494523.0,02361000,gages,ref-fab,982487.2137588419,972445.8976898927,03W,02361000
556,556,gages-02401390,40463,wb-494605,nex-494606,812616.0,02401390,gages,ref-fab,893260.5293688409,1243132.4919606955,03W,02401390
557,557,gages-02415000,40494,wb-492673,nex-492674,908388.0,02415000,gages,ref-fab,937524.3997336021,1160290.0454585527,03W,02415000
558,558,gages-02430680,40527,wb-489615,nex-489616,1111302.0,02430680,gages,ref-fab,677881.7399442664,1291422.8724515284,03W,02430680
559,559,gages-04036000,5162,wb-654727,nex-654728,153557.0,04036000,gages,ref-fab,496267.3253887531,2638857.4433563976,04,04036000
560,560,gages-04041500,2723,wb-654121,nex-654122,183713.0,04041500,gages,ref-fab,561973.3028557806,2658878.3899680045,04,04041500
561,561,gages-04106000,64045,wb-646049,nex-646050,498884.0,04106000,gages,ref-fab,857752.3034325696,2190153.1321061,04,04106000
562,562,gages-04252500,55558,wb-668648,nex-668120,1272302.0,04252500,gages,ref-fab,1651446.1270691496,2460978.249678582,04,04252500
563,563,gages-04015330,56747,wb-644972,tnx-1000003238,27452.0,04015330,gages,ref-fab,322688.89285524737,2669279.3962433636,04,04015330
564,564,gages-04027500,7081,wb-676551,nex-676552,100049.0,04027500,gages,ref-fab,392757.5329672438,2622861.457052495,04,04027500
565,565,gages-04045500,12437,wb-659696,nex-659697,206372.0,04045500,gages,ref-fab,823740.1237610843,2667131.003740037,04,04045500
566,566,gages-04079000,23076,wb-656224,nex-655935,371837.0,04079000,gages,ref-fab,573495.8126740044,2401000.0006874236,04,04079000
567,567,gages-04074950,23423,wb-655891,nex-655892,356276.0,04074950,gages,ref-fab,570026.5982988529,2487911.9778312966,04,04074950
568,568,gages-04105500,30780,wb-646039,nex-646040,499064.0,04105500,gages,ref-fab,879299.6851731195,2198663.9999375944,04,04105500
569,569,gages-04115265,33389,wb-651159,nex-651160,542184.0,04115265,gages,ref-fab,888436.6082523075,2301743.746699707,04,04115265
570,570,gages-04117500,35437,wb-650641,nex-650642,579084.0,04117500,gages,ref-fab,875085.6722831829,2229610.468246152,04,04117500
571,571,gages-04124000,38094,wb-657861,nex-657732,633824.0,04124000,gages,ref-fab,816267.882341809,2427327.217383298,04,04124000
572,572,gages-04136500,44567,wb-663844,nex-663753,730271.0,04136500,gages,ref-fab,937360.2026068799,2466617.431017413,04,04136500
573,573,gages-04168000,52546,wb-653004,nex-653005,888907.0,04168000,gages,ref-fab,1042553.9782313337,2215869.2989977757,04,04168000
574,574,gages-04172000,53081,wb-665260,nex-665118,900348.0,04172000,gages,ref-fab,991972.6920284072,2224979.7806480327,04,04172000
575,575,gages-04174500,53345,wb-665386,nex-665132,903136.0,04174500,gages,ref-fab,1002342.5625611587,2207970.9921649406,04,04174500
576,576,gages-04249000,71499,wb-674582,tnx-1000004779,1271364.0,04249000,gages,ref-fab,1558597.672459284,2434890.4223372447,04,04249000
577,577,gages-04027000,68779,wb-676321,nex-676322,100931.0,04027000,gages,ref-fab,408306.4988790746,2623714.661303343,04,04027000
578,578,gages-04029990,71480,wb-645695,nex-645696,103220.0,04029990,gages,ref-fab,431454.61755879316,2628749.7340392577,04,04029990
579,579,gages-04071000,6523,wb-647942,nex-647691,251039.0,04071000,gages,ref-fab,607766.7477388361,2455490.99829623,04,04071000
580,580,gages-04063000,11102,wb-649352,nex-648333,313583.0,04063000,gages,ref-fab,606128.7531254818,2576101.006842863,04,04063000
581,581,gages-04058100,19800,wb-654979,nex-654936,678884.0,04058100,gages,ref-fab,655677.0871623474,2621480.0672137314,04,04058100
582,582,gages-04084500,18837,wb-655204,nex-655205,402980.0,04084500,gages,ref-fab,620311.8180491381,2395078.0050643897,04,04084500
583,583,gages-04087120,24041,wb-658799,nex-658800,430532.0,04087120,gages,ref-fab,653946.0063416195,2254100.7006362984,04,04087120
584,584,gages-04101000,24884,wb-660971,nex-660972,438684.0,04101000,gages,ref-fab,824903.4241164876,2118570.0027379403,04,04101000
585,585,gages-04099750,25546,wb-662127,nex-662128,439704.0,04099750,gages,ref-fab,858605.9217747661,2130320.0365657867,04,04099750
586,586,gages-04099000,25900,wb-660961,nex-660962,440424.0,04099000,gages,ref-fab,843067.6899560475,2133801.9935146384,04,04099000
587,587,gages-04100500,29798,wb-661313,nex-661314,447424.0,04100500,gages,ref-fab,837837.2896672701,2110642.756543331,04,04100500
588,588,gages-04114000,26585,wb-651584,nex-650274,536384.0,04114000,gages,ref-fab,898738.6921013055,2258954.994035354,04,04114000
589,589,gages-04122200,26943,wb-650191,nex-650105,600184.0,04122200,gages,ref-fab,784913.1490366476,2313744.80888926,04,04122200
590,590,gages-04137500,32847,wb-663778,nex-663779,731981.0,04137500,gages,ref-fab,998724.5606642185,2448909.6330992375,04,04137500
591,591,gages-04148500,38153,wb-666336,nex-666271,827456.0,04148500,gages,ref-fab,986914.2388325683,2290519.374424981,04,04148500
592,592,gages-04151500,40310,wb-665523,nex-665524,837241.0,04151500,gages,ref-fab,985943.2774454912,2322756.915835554,04,04151500
593,593,gages-04160600,44915,wb-653143,nex-653144,858461.0,04160600,gages,ref-fab,1071287.552202206,2286499.9014062723,04,04160600
594,594,gages-04170500,53635,wb-665114,nex-665115,896557.0,04170500,gages,ref-fab,1000912.4639957588,2233002.8833641903,04,04170500
595,595,gages-04176000,51419,wb-667404,nex-667405,917100.0,04176000,gages,ref-fab,987328.37316963,2161830.3253352935,04,04176000
596,596,gages-04176500,51509,wb-667418,nex-667419,925308.0,04176500,gages,ref-fab,1024128.6460283082,2172392.0170859853,04,04176500
597,597,gages-04180500,52600,wb-673537,nex-673538,925948.0,04180500,gages,ref-fab,907171.6188539391,2069516.3049379166,04,04180500
598,598,gages-04178000,52544,wb-673693,nex-673529,929772.0,04178000,gages,ref-fab,927303.8762114891,2096145.0440860905,04,04178000
599,599,gages-04189000,54248,wb-672200,nex-672201,984636.0,04189000,gages,ref-fab,1023188.7795518164,2071753.2256995474,04,04189000
600,600,gages-04195500,54781,wb-671474,nex-671475,1011212.0,04195500,gages,ref-fab,1046618.198184873,2120315.4354913584,04,04195500
601,601,gages-04196800,55825,wb-678804,nex-678805,1023148.0,04196800,gages,ref-fab,1054248.920396464,2060753.847464083,04,04196800
602,602,gages-04199000,57526,wb-671129,nex-671130,1046124.0,04199000,gages,ref-fab,1109248.308258978,2111348.887085814,04,04199000
603,603,gages-04206000,61362,wb-670715,nex-670716,1071838.0,04206000,gages,ref-fab,1198641.4938482686,2105738.7758909124,04,04206000
604,604,gages-04213000,61313,wb-652518,nex-652512,1116568.0,04213000,gages,ref-fab,1263027.7238148998,2205208.7465751837,04,04213000
605,605,gages-04215500,61873,wb-670432,nex-670433,1123948.0,04215500,gages,ref-fab,1392437.7897574261,2330894.3716375506,04,04215500
606,606,gages-04227500,63119,wb-669016,nex-668841,1176733.0,04227500,gages,ref-fab,1468285.1178570937,2338803.2292593974,04,04227500
607,607,gages-04228500,63736,wb-668848,nex-668849,1183663.0,04228500,gages,ref-fab,1470955.9264951607,2356094.7091680095,04,04228500
608,608,gages-04230500,64219,wb-669500,nex-669501,1187068.0,04230500,gages,ref-fab,1467824.1438119141,2364693.810308685,04,04230500
609,609,gages-04234000,67010,wb-675674,nex-675675,1212620.0,04234000,gages,ref-fab,1584795.7483063426,2324847.6654169597,04,04234000
610,610,gages-04260500,69375,wb-668790,nex-668160,1277286.0,04260500,gages,ref-fab,1592571.4046071616,2501967.0108654327,04,04260500
611,611,gages-04266500,73753,wb-676889,nex-676805,1326678.0,04266500,gages,ref-fab,1690052.6241527773,2553136.753164761,04,04266500
612,612,gages-04191500,71971,wb-672119,nex-672120,963148.0,04191500,gages,ref-fab,962306.5622161316,2084418.3723676729,04,04191500
613,613,gages-04155000,41521,wb-666753,nex-666754,1105663.0,04155000,gages,ref-fab,914014.7489162507,2321046.647501492,04,04155000
614,614,gages-04103010,41547,wb-646030,nex-646031,682144.0,04103010,gages,ref-fab,907942.060020529,2192349.426341628,04,04103010
615,615,gages-04127918,52663,wb-660051,nex-660052,1104913.0,04127918,gages,ref-fab,881445.1948710553,2627954.6071266993,04,04127918
616,616,gages-04233000,22005,wb-675749,nex-675568,1228412.0,04233000,gages,ref-fab,1580494.501268135,2318020.8024968347,04,04233000
617,617,gages-04240300,76216,wb-675149,nex-675150,1364596.0,04240300,gages,ref-fab,1589590.4002944054,2398607.72329085,04,04240300
